Metric Name,Solution KM Note,SQL Statement,Solution for the issue,Application Code,Issue Summary,Issue Description,Issue Severity,Product to raise SR if help needed,SR Component,SR Sub Component,Scheduling,Scheduling Details,Business Impact,Business Flow,Prod Family,Prod Area
PSFT_CS_SF_TUITION_CALC_CPLMISSING,2893424.1,"Select 'Review ' || count(*) ||' Potential Payment(s) Not Applied Correctly' as key_data, 'KM Doc ID 2893424.1' as solution, 'Y' as event
From (
select to_char(P.posted_date, 'MM/DD/YYYY'), P.* 
from SYSADM.ps_item_type_tbl T
   , SYSADM.ps_payment_tbl P
   , SYSADM.ps_set_cntrl_rec A
   , SYSADM.ps_bus_unit_tbl_sf B
where A.setcntrlvalue = B.institution    
  and A.recname = 'ITEM_TYPE_TBL'    
  and T.setid = A.setid 
  and T.item_type_cd IN ('P','F','W','D')   
  and T.charge_priority = ' '
  and P.item_type = T.item_type
  and P.payment_method <> 'TPC'
  and B.business_unit = P.business_unit
  and T.effdt = (Select max(effdt)
    From SYSADM.ps_item_type_tbl T1
    Where T1.setID = T.setid
      and T1.item_type = T.item_type
      and T1.effdt <= P.posted_date)
  and T.eff_status = 'A'
  and P.charge_priority = ' ')
  having count(*) > 0","To correct the student account please do the following:

You must update the Item Type 700000000032 with a Charge Priority List and a Payment Overall Priority value. When the Item type has been updated you will need to run the Apply Payments process.

1. Navigation: Student Financials > Charges and Payments > Reversals > Reverse Payment
2. Search on the Business Unit
3. Enter the student emplid and Search
4. Find the problem Payments and click the Reverse button
5. Navigation: Setup SACR > Product Related > Student Financials > Item types > Item types
6. Query Item Type = 700000000032
7. On the Miscellaneous tab complete the needed setup.
8. Navigation: Student Financials > Charges and Payments > Post Student Transaction
9. Re-Post the student Payments
10. Check the student account to confirm the Payments were applied",,Dropping a course and enrolling again for same course fees aren't assessed,Enrolled and paid for a course then Dropped the Course. Enrolled and paid again for the same Course and no charges are assessed.,2,PeopleSoft Enterprise CS Student Financials,FEECALC,TUITCLC,MONTH,LAST,Tuition Calculation is not assessing charges when a student drops a course and immediately adds a course.,,PeopleSoft Campus Solutions,CS Student Financials Area
PSFT_CS_SF_GL_GENERATE_ENTRIES_SFPGLINT,981134.1,"Select 'Review ' || count(*) || ' Failed GL Interface Process Instance(s) Corresponding EO_MSGBATPRM Entry Does Not Exist' as key_data, 
'See KM Doc 981134.1 For Solution' as solution,
'Y' as EVENT
From
(Select distinct A.process_instance
From SYSADM.ps_sf_acctg_ln A
Where A.process_instance > 0
and A.receipt_nbr = 0
and not exists (Select 'X'
From SYSADM.ps_eo_msgbatprm
Where process_instance = A.process_instance)
) having count(*) > 0",,,How to Publish a specific Student Financial Accounting Entry Journal to FMS,CS SF Generating Accounting Entries was run twice.  The Manual Batch process only publishes the Journal from the first run of the Acct Entries to FMS.,2,PeopleSoft Enterprise CS Student Financials,SFGLINT,SFGLINT,MONTH,1,GL Entries can not be created because of the previous failure of the process.,,PeopleSoft Campus Solutions,CS Student Financials Area
PSFT_CS_SR_STUD_PROGPLAN_PAGE,2890505.1,"Select 'Review ' || count(*) ||' Potential Out of Range Issue(s) With Plan Sequence Number Within ACAD_DEGR_PLAN Table' as key_data, 'KM Doc ID 2890505.1' as solution, 'Y' as event From (
Select A.emplid, A.acad_plan, D.plan_sequence As Incorrect_Value, A.plan_sequence As Correct_Value
from SYSADM.ps_acad_plan A
, SYSADM.ps_acad_degr_plan D
Where A.emplid = D.emplid
And A.acad_career = D.acad_career
And A.acad_plan = D.acad_plan
And A.stdnt_car_nbr = D.stdnt_car_nbr
And A.stdnt_degr = D.stdnt_degr
And A.plan_sequence <> D.plan_sequence
And A.effdt = (Select max(effdt)
From SYSADM.ps_acad_plan
Where emplid = A.emplid
And acad_career = A.acad_career
And stdnt_car_nbr = a.stdnt_car_nbr
And effdt <= SYSDATE)
And D.plan_sequence > 99)
having count(*) > 0","To resolve the issue please do the following:

1. Confirm you get the error when attempting to open the Student Degree for the student
2. If you get the error you will update the table with SQL:

Update PS_ACAD_DEGR_PLAN
Set plan_sequence = 20
Where emplid = 2155067
and acad_plan = 'BA_IB-CT

3. Try to open the Student Degree page
4. If the page opens go back to your SQL window and commit the change",,Error Trying to Access Student Program Plan Component,"We are unable to pull prog/plan for a student. A popup saying, ""A SQL error occurred. Please consult your system log for details"" appears after hitting the",2,PeopleSoft Enterprise CS Student Records,SRSTUINF,STDPRGPLN,MONTH,"1,LAST",Error trying to access student program plan component.,,PeopleSoft Campus Solutions,CS Student Records Area
PSFT_CS_CLASS_ENROLLMENT_TOTAL,609953.1,"Select  'Y' as EVENT
, 'To troubleshoot this issue further, please refer to Doc ID 609953.1. Standalone SQR program can be found in the bug attachment' as SOLUTION
, count(*) || ' Classes with total enrollment in schedule not equal to total enrolled students in class roster' as KEY_DATA
from (
SELECT 'Class ' || Q.class_nbr || ' in term ' || Q.strm || ' has a total enrollment in schedule of classes that is not equal to the total enrolled students in class roster (See KM 609953.1)' KEY_DATA
From
(Select C.institution, C.strm, C.class_nbr, C.session_code, C.enrl_tot, SE.tot_stdnt_enrl
From SYSADM.ps_class_tbl C,
SYSADM.ps_term_tbl T,
(Select institution, strm, class_nbr, session_code, count(*) tot_stdnt_enrl
from SYSADM.ps_stdnt_enrl
where stdnt_enrl_status = 'E'
group by institution, strm, class_nbr, session_code) SE
where T.term_end_dt > sysdate
and C.institution = T.institution
and C.acad_career = T.acad_career
and C.strm = T.strm
and C.enrl_stat = 'C'
and C.enrl_cap > 0
and SE.institution = C.institution
and SE.strm = C.strm
and SE.class_nbr = C.class_nbr
and SE.session_code = C.session_code
and SE.tot_stdnt_enrl <> C.enrl_tot) Q
) having count(*) >= 1","A new run control page has been added at Curriculum Management > Schedule of Classes > Synchronize Enrollment Totals .   This new run control was delivered in CS 9.2 PUM 23 (October, 2021)

The new SRENRTTL.sqr can be run in report only mode, or report and update mode.

Please Note:  If you are not current with PUM 23 , you can still run the enltotl.sqr attached to the solution found in Enrollment Total does not Equal the Number of Students on the Class Roster or in STDNT_ENRL (Doc ID 609953.1).  The SQR is  designed to be executed standalone using SQRW and expects dynamic input from the user during execution. 

For information on how to run SQR's please refer: Document 1480379.2 - Using PeopleTools SQR. To run the process using online PIA pages like System Process Request or a standalone Run Control page, the process should be modified to accept inputs from the Process Definition or the Run Control Page.",,Class roster enrollment control mismatch,,2,PeopleSoft Enterprise CS Student Records,SRENRLL,,DAY,1,Class roster and enrollment control do not match for student counts,,PeopleSoft Campus Solutions,CS Student Records Area
PSFT_CS_SR_HESA_REPORTING_ERROR,2901196.1,"Select 'REVIEW' ||count(*)||'HESA Program Codes With Duplicate Start And End Dates' as KEY_DATA, 
'HESA Reporting Create Extract Data Process Error Output File(Doc ID 2901196.1)' as SOLUTION,
'Y' as EVENT
From
(SELECT A.SSR_HE_PRD_CODE, A.DESCR, A.SSR_HE_REC_YEAR, TO_CHAR(A.SSR_HE_START_DT,'YYYY-MM-DD'), TO_CHAR(A.SSR_HE_END_DT,'YYYY-MM-DD'), A.SSR_HE_ACTIVE, A.SSR_HE_SOURCE
FROM SYSADM.PS_SSR_HE_REP_PRDS A
WHERE ( EXISTS (SELECT 'X'
FROM SYSADM.PS_SSR_HE_REP_PRDS B
WHERE A.SSR_HE_PRD_CODE <> B.SSR_HE_PRD_CODE
AND to_char(A.SSR_HE_START_DT, 'YYYY-MM-DD') = to_char(B.SSR_HE_START_DT, 'YYYY-MM-DD')
AND to_char(A.SSR_HE_END_DT, 'YYYY-MM-DD') = to_char(B.SSR_HE_END_DT, 'YYYY-MM-DD'))))
having count(*) > 0","The issue will be resolved with the following steps:
1) Navigate to Records and Enrollment > HESA Reporting > HESA Returns Setup > Reporting Periods
2) Click search to bring up all entries.
3) Identify the entries with the same start and end dates.
4) Choose which of the entries should be used with the process. Click into the other one(s), and modify the start and end dates to be different from the reporting period being used to run the process. For example, if the entries being changed were just used for testing, or are otherwise no longer valid, the dates can be backdated to (for example) 1900. The process does not look at the setting of the active checkbox when selecting the reporting period, but the box can be checked off to more easily identify periods not being currently used.
5) Re-test running the process",,PUM Image 26 Create Extract process,PUM Image 26 patch - The create extract process (process name -SSR_HE_DATA. Menu path - Records and enrollment > HESA Reporting > Extract Processing > Crea,3,PeopleSoft Enterprise CS Student Records,INTLFTR,UKHESA,WEEK,SAT,users will not be able to complete the requirements for HESA reporting due to the error.,,PeopleSoft Campus Solutions,CS Student Records Area
PSFT_CS_SR_ERROR_ENROLL_DIVIDEBYZERO,2527434.1,"Select 'Found Missing Max GPA for Chart Display In ' || Count(*) || ' Institution(s)' as KEY_DATA, 
'Doc ID 2527434.1 For Solution' As Solution,
'Y' AS EVENT 
From 
(Select I.INSTITUTION 
from SYSADM.PS_SAA_ARSLT_RQVW V, SYSADM.PS_SAA_ADB_REPORT R, SYSADM.PS_INSTITUTION_TBL I 
Where V.EMPLID = R.EMPLID 
AND V.ANALYSIS_DB_SEQ = R.ANALYSIS_DB_SEQ
AND V.SAA_CAREER_RPT = R.SAA_CAREER_RPT
AND ((V.ITEM_R_STATUS <> 'COMP' And V.GPA_REQUIRED > 0) OR (V.ITEM_R_STATUS = 'COMP' 
And V.SAA_DISPLAY_GPA = 'Y')) 
AND I.INSTITUTION = R.INSTITUTION 
AND I.SAA_MAX_GPA_FL = 0 
AND I.EFFDT = (Select Max(EFFDT) FROM SYSADM.PS_INSTITUTION_TBL WHERE INSTITUTION = I.INSTITUTION)) 
HAVING COUNT(*) > 0","Naviage:  Setup SACR > Foundation Tables > Academic Structure > Academic Institution Table > Academic Institution 7 tab.
Once on the page, populate the  Max GPA for Chart Display with your institution's max gpa.  
Most likely the highest mark gpa found on Set Up SACR > Foundation Tables > Academic Structure > Grading Scheme Table > Grading Scheme Table",,Manage classes Enroll by my requirement Fluid error,"Students facing the following error when they try to click on the ""Enroll by my requirement"" link, please advise.",2,PeopleSoft Enterprise CS Student Records,SRENRLL,ENRLMT,WEEK,SAT,users cannot enroll to their requirements.,,PeopleSoft Campus Solutions,CS Student Records Area
PSFT_AM_TRANSACTIONS_STUCK3,656760.1,"select 'Y' as EVENT
, 'Proposed solution: AM: AM_DEPR_CALC leaves CALC_DEPR_STATUS as ""I"" ( ""In Process"") (Doc ID 656760.1)' as SOLUTION
, count(*) || ' Display Assets and books where depreciation is In Processing for more than a day' as KEY_DATA
from (
select distinct
('Display Assets and books where depreciation is In Processing for more than a day ' || 'Business Unit =' || a.BUSINESS_UNIT || 'Calc Dept Status =' || a.CALC_DEPR_STATUS || 'Date Time Stamp =' || a.DTTM_STAMP) as KEY_DATA
from SYSADM.ps_open_trans a
where calc_depr_status = 'I'
AND dttm_stamp < SYSDATE - 1
) having count(*) >= 1","Please refer KM document EAM: AM_DEPR_CALC leaves CALC_DEPR_STATUS as ""I"" ( ""In Process"") (Doc ID 656760.1)
Solution:
SQL update  LAST_BK_DTTM_STAMP value in the PS_BOOK table to match the DTTM_STAMP value of the original ADD row on the PS_COST table. After updating the LAST_BK_DTTM_STAMP values via SQL and resetting the transactions in PS_OPEN_TRANS (as mentioned in DOCUMENT ID. 650116.1), the transactions in PS_OPEN_TRANS will get processed successfully. In other words, the AMDPCALC SQR program will kick off by the AM_DEPR_CALC Application Engine, the PS_DEPRECIATION table will be populated, and the transactions will get marked as completed (CALC_DEPR_STATUS set to ""C"" in PS_OPEN_TRANS).",AM,Missing depreciation amount ,,2,PeopleSoft Enterprise FIN Asset Management,DEPRE,,DAY,1,Missing depreciation amount as an error in process,Accounting to Financial Reports: Reconciliation,PeopleSoft Financial Management,PeopleSoft Asset Management
PSFT_FIN_PA_CA_BI_INTFC,665012.1,"select 'Y' as EVENT
, count(*) || ' Incurred Bill rows or Bill Plans stuck in process and need your attention' as KEY_DATA
,'Please review the following documents: How to Reset As-incurred Project Transactions To Send To Billing From Contracts (Doc ID 665012.1) and ECA-How To Reset A Contract Bill Plan If The PS_INTFC_BI Has An Error? (Doc ID 616495.1)' AS SOLUTION
from (
SELECT 'Total number of As Incurred Bill rows stuck in process and need your attention: ' || COUNT(*) AS KEY_DATA
FROM SYSADM.PS_PROJ_RESOURCE A
WHERE A.BI_DISTRIB_STATUS ='S'
AND ( (A.PROCESS_INSTANCE IN (SELECT B.PROCESS_INSTANCE FROM SYSADM.PS_PROJ_RESOURCE B, SYSADM.PSPRCSRQST C
WHERE B.PROCESS_INSTANCE = C.PRCSINSTANCE AND C.RUNSTATUS NOT IN (7) AND C.PRCSNAME <> 'CA_BI_INTFC' ))
OR (A.PROCESS_INSTANCE NOT IN (SELECT D.PROCESS_INSTANCE FROM SYSADM.PS_PROJ_RESOURCE D, SYSADM.PSPRCSRQST E
WHERE D.PROCESS_INSTANCE = E.PRCSINSTANCE)))
UNION
SELECT 'Total number of Bill Plans (As-incurred, Recurring or Other) in process and need your attention: ' || COUNT(*) AS KEY_DATA
FROM SYSADM.PS_CA_BILL_PLAN A
WHERE A.PROCESS_INSTANCE <> 0
AND ( (A.PROCESS_INSTANCE IN (SELECT B.PROCESS_INSTANCE FROM SYSADM.PS_CA_BILL_PLAN B, SYSADM.PSPRCSRQST C
WHERE B.PROCESS_INSTANCE = C.PRCSINSTANCE AND C.RUNSTATUS NOT IN (7) AND C.PRCSNAME <> 'CA_BI_INTFC' ))
OR (A.PROCESS_INSTANCE NOT IN (SELECT D.PROCESS_INSTANCE FROM SYSADM.PS_CA_BILL_PLAN D, SYSADM.PSPRCSRQST E
WHERE D.PROCESS_INSTANCE = E.PRCSINSTANCE)))
) having count(*) >= 1",Please refer KM doc How to Reset As-incurred Project Transactions To Send To Billing From Contracts (Doc ID 665012.1) and follow the solution section.,CA,Bill rows stuck,,2,PeopleSoft Enterprise FIN Contracts,BILLIN,,DAY,1,Bill rows are stuck and need attention as they carry financial information,P2P: Encumbrance,PeopleSoft Financial Management,PeopleSoft Project Accounting
PSFT_FIN_PA_PSA_ACCTGGL,620558.1,"select 'Y' as EVENT
, sum(numRows) || ' Incorrect Revenue Rows or Revenue Plans stuck in processing that need your attention' as KEY_DATA
,'Troubleshooting PSA_ACCTGGL When Not Generating Entries into CA_ACCTG_LN_PC for Transactions in PROJ_RESOURCE (Doc ID 620558.1)' AS SOLUTION
from (
SELECT 'Total number of As Incurrect Revenue Rows stuck in process and need your attention: ' || COUNT(*) AS KEY_DATA, Count(*) as numRows
FROM SYSADM.PS_PROJ_RESOURCE A
WHERE A.GL_DISTRIB_STATUS ='S'
AND ( (A.PROCESS_INSTANCE IN (SELECT B.PROCESS_INSTANCE FROM SYSADM.PS_PROJ_RESOURCE B, SYSADM.PSPRCSRQST C
WHERE B.PROCESS_INSTANCE = C.PRCSINSTANCE AND C.RUNSTATUS NOT IN (7) AND C.PRCSNAME <> 'PSA_ACCTGGL' ))
OR (A.PROCESS_INSTANCE NOT IN (SELECT D.PROCESS_INSTANCE FROM SYSADM.PS_PROJ_RESOURCE D, SYSADM.PSPRCSRQST E
WHERE D.PROCESS_INSTANCE = E.PRCSINSTANCE)))
UNION
SELECT 'Total number of Revenue Plans (As-incurred or Fixed Amount) stuck in process and need your attention: ' || COUNT(*) AS KEY_DATA, Count(*) as numRows
FROM SYSADM.PS_CA_ACCTPLAN A
WHERE A.PROCESS_INSTANCE <> 0
AND ( (A.PROCESS_INSTANCE IN (SELECT B.PROCESS_INSTANCE FROM SYSADM.PS_CA_ACCTPLAN B, SYSADM.PSPRCSRQST C
WHERE B.PROCESS_INSTANCE = C.PRCSINSTANCE AND C.RUNSTATUS NOT IN (7) AND C.PRCSNAME <> 'PSA_ACCTGGL' ))
OR (A.PROCESS_INSTANCE NOT IN (SELECT D.PROCESS_INSTANCE FROM SYSADM.PS_CA_ACCTPLAN D, SYSADM.PSPRCSRQST E
WHERE D.PROCESS_INSTANCE = E.PRCSINSTANCE)))
) having count(*) >= 1","Please refer to KM document, Troubleshooting PSA_ACCTGGL When Not Generating Entries into CA_ACCTG_LN_PC for Transactions in PROJ_RESOURCE (Doc ID 620558.1) to identify the possible cause and solution.",CA,Incurrent revenue rows stuck,,2,PeopleSoft Enterprise FIN Contracts,REVENU,,DAY,1,Incurrect Revenue Rows are stuck and need attention as they impact financial,P2P: Encumbrance,PeopleSoft Financial Management,PeopleSoft Project Accounting
PSFT_EXPENSES_OUT_OF_SYNC,2413707.1,"select 'Y' as EVENT
, count(*) || ' Expense header and line statuses out of sync' AS KEY_DATA
, 'Follow instructions in KM Doc ID 2413707.1' AS SOLUTION
from(
SELECT A.OUTOFSYNC
FROM (SELECT(
(SELECT A.EROOS
FROM (SELECT
((SELECT Count(*) FROM SYSADM.PS_EX_SHEET_HDR A WHERE A.SHEET_STATUS IN ('APY','DEN','STG','PD','CLS')
AND A.SHEET_ID IN (SELECT B.SHEET_ID FROM SYSADM.PS_EX_SHEET_LINE B WHERE A.SHEET_ID = B.SHEET_ID AND B.EX_LINE_STATUS IN ('HDA','HDU','HLD','MFS','OPN','PND','PRO','XML','PAR'))
AND (EXTRACT(HOUR FROM (SYSDATE-A.LASTUPDDTTM))*60 + EXTRACT(MINUTE FROM (SYSDATE-A.LASTUPDDTTM))) > 15
AND A.LASTUPDDTTM > SYSDATE - 1)
+
(SELECT Count (*) FROM SYSADM.PS_EX_SHEET_HDR A WHERE A.SHEET_STATUS NOT IN ('APY','DEN','STG','PD','CLS')
AND A.SHEET_ID NOT IN (SELECT B.SHEET_ID FROM SYSADM.PS_EX_SHEET_LINE B WHERE A.SHEET_ID = B.SHEET_ID AND EX_LINE_STATUS IN('HDA','HDU','HLD','MFS','OPN','PND','PRO','XML','PAR','SFA','SUB'))
AND (EXTRACT(HOUR FROM (SYSDATE-A.LASTUPDDTTM))*60 + EXTRACT(MINUTE FROM (SYSDATE-A.LASTUPDDTTM))) > 15
AND A.LASTUPDDTTM > SYSDATE - 1)) EROOS FROM SYSADM.PS_INSTALLATION) A
WHERE A.EROOS > 0)
||
(SELECT A.TAOOS
FROM (SELECT
((SELECT Count (*) FROM SYSADM.PS_EX_TAUTH_HDR A WHERE TRAVEL_AUTH_STATUS IN ('APR','DEN','DNA','DNU','CLS')
AND A.TRAVEL_AUTH_ID IN (SELECT B.TRAVEL_AUTH_ID FROM SYSADM.PS_EX_TAUTH_LINE B WHERE A.TRAVEL_AUTH_ID = B.TRAVEL_AUTH_ID AND EX_LINE_STATUS IN ('HDA','HDU','HLD','MFS','OPN','PND','PRO','XML','PAR'))
AND (EXTRACT(HOUR FROM (SYSDATE-A.LASTUPDDTTM))*60 + EXTRACT(MINUTE FROM (SYSDATE-A.LASTUPDDTTM))) > 15
AND A.LASTUPDDTTM > SYSDATE - 1)
+
(SELECT Count (*) FROM SYSADM.PS_EX_TAUTH_HDR A WHERE TRAVEL_AUTH_STATUS NOT IN ('APR','DEN','DNA','DNU','CLS')
AND TRAVEL_AUTH_ID NOT IN (SELECT B.TRAVEL_AUTH_ID FROM SYSADM.PS_EX_TAUTH_LINE B WHERE A.TRAVEL_AUTH_ID = B.TRAVEL_AUTH_ID AND EX_LINE_STATUS IN ('HDA','HDU','HLD','MFS','OPN','PND','PRO','XML','PAR','SFA','SUB'))
AND (EXTRACT(HOUR FROM (SYSDATE-A.LASTUPDDTTM))*60 + EXTRACT(MINUTE FROM (SYSDATE-A.LASTUPDDTTM))) > 15
AND A.LASTUPDDTTM > SYSDATE - 1)) TAOOS FROM SYSADM.PS_INSTALLATION) A
WHERE A.TAOOS > 0)
||
(SELECT A.CAOOS
FROM (SELECT
((SELECT Count (*) FROM SYSADM.PS_EX_ADV_HDR A WHERE A.ADV_STATUS IN ('APY','DEN','DNA','DNU','STG','PD','CLS')
AND A.ADVANCE_ID IN (SELECT B.ADVANCE_ID FROM SYSADM.PS_EX_ADV_LINE B WHERE A.ADVANCE_ID = B.ADVANCE_ID AND EX_LINE_STATUS IN ('HDA','HDU','HLD','MFS','OPN','PND','PRO','XML','PAR'))
AND (EXTRACT(HOUR FROM (SYSDATE-A.LASTUPDDTTM))*60 + EXTRACT(MINUTE FROM (SYSDATE-A.LASTUPDDTTM))) > 15
AND A.LASTUPDDTTM > SYSDATE - 1)
+
(SELECT Count (*) FROM SYSADM.PS_EX_ADV_HDR A WHERE A.ADV_STATUS NOT IN ('APY','DEN','DNA','DNU','STG','PD','CLS')
AND A.ADVANCE_ID NOT IN (SELECT B.ADVANCE_ID FROM SYSADM.PS_EX_ADV_LINE B WHERE A.ADVANCE_ID = B.ADVANCE_ID AND EX_LINE_STATUS IN('HDA','HDU','HLD','MFS','OPN','PND','PRO','XML','PAR','SFA','SUB'))
AND (EXTRACT(HOUR FROM (SYSDATE-A.LASTUPDDTTM))*60 + EXTRACT(MINUTE FROM (SYSDATE-A.LASTUPDDTTM))) > 15
AND A.LASTUPDDTTM > SYSDATE - 1)) CAOOS FROM SYSADM.PS_INSTALLATION) A
WHERE A.CAOOS > 0)
||
(SELECT A.TROOS
FROM (SELECT
((SELECT Count (*) FROM SYSADM.PS_EX_TIME_HDR A WHERE A.TIME_SHEET_STATUS IN ('APR','DEN','DNA','DNU')
AND A.TIME_SHEET_ID IN (SELECT B.TIME_SHEET_ID FROM SYSADM.PS_EX_TIME_DTL B WHERE A.TIME_SHEET_ID = B.TIME_SHEET_ID AND EX_LINE_STATUS IN ('HDA','HDU','HLD','MFS','OPN','PND','PRO','XML','PAR'))
AND (EXTRACT(HOUR FROM (SYSDATE-A.LASTUPDDTTM))*60 + EXTRACT(MINUTE FROM (SYSDATE-A.LASTUPDDTTM))) > 15
AND A.LASTUPDDTTM > SYSDATE - 1)
+
(SELECT Count (*) FROM SYSADM.PS_EX_TIME_HDR A WHERE A.TIME_SHEET_STATUS NOT IN ('APR','DEN','DNA','DNU')
AND A.TIME_SHEET_ID NOT IN (SELECT B.TIME_SHEET_ID FROM SYSADM.PS_EX_TIME_DTL B WHERE A.TIME_SHEET_ID = B.TIME_SHEET_ID AND EX_LINE_STATUS IN('HDA','HDU','HLD','MFS','OPN','PND','PRO','XML','PAR','SFA','SUB'))
AND (EXTRACT(HOUR FROM (SYSDATE-A.LASTUPDDTTM))*60 + EXTRACT(MINUTE FROM (SYSDATE-A.LASTUPDDTTM))) > 15
AND A.LASTUPDDTTM > SYSDATE - 1)) TROOS FROM SYSADM.PS_INSTALLATION) A
WHERE A.TROOS > 0)) OUTOFSYNC From SYSADM.PS_INSTALLATION) A
WHERE A.OUTOFSYNC IS NOT NULL
) having count(*) >= 1","Identify if the data is stuck in the process or it is out of sync using the KM document 2413707.1. Once the problem is identified, follow the solution in KM.",EX,Unmatched financial details in header and line,,2,PeopleSoft Enterprise FIN Expenses,EXPENSR,,DAY,1,Unmatched financial details on header and line,,PeopleSoft Financial Management,PeopleSoft Expenses/Resource Management/Staffing
PSFT_GL_DOC_SEQ_RANGE,2693002.1,"select 'Y' as EVENT
, 'Document sequencing is enabled, but Document Sequence range is not mapped for ' || count(*) || ' document types' as KEY_DATA
, 'Please Follow instructions in KM Doc ID 2693002.1' as SOLUTION
from (
SELECT 'Document sequencing is enabled, but Document Sequence range is not mapped for document type: '|| DOC_TYPE KEY_DATA
FROM SYSADM.PS_DOC_TYPE_TBL WHERE SEQ_RANGE_ID = ' ' AND JRNL_CODE NOT
IN (SELECT DISTINCT JRNL_CODE FROM SYSADM.PS_JRNL_CODE_TBL WHERE SEQ_RANGE_ID <> ' ')
AND EXISTS (SELECT 'Y' FROM SYSADM.PS_INSTALLATION_FS I WHERE I.DOC_SEQ='Y' )
UNION
SELECT 'Document sequencing is enabled and Document Sequence range '||Z.SEQ_RANGE_ID||' is mapped to one or more document type(s),
but corresponding sequence range is defined till '||TO_CHAR(Z.MAX_ED,'DD-Mon-YYYY')||' Which does not fully cover current year' KEY_DATA
FROM (SELECT SEQ_RANGE_ID,MAX(END_DT) MAX_ED FROM SYSADM.PS_SEQ_RANGE_DETL WHERE SEQ_RANGE_ID IN(
SELECT DISTINCT SEQ_RANGE_ID FROM SYSADM.PS_DOC_TYPE_TBL WHERE SEQ_RANGE_ID <> ' ' ) GROUP BY SEQ_RANGE_ID) Z
WHERE Z.MAX_ED < ('31-Dec-'||(SELECT (TO_CHAR(SYSDATE,'YYYY')) FROM DUAL))
AND EXISTS (SELECT 'Y' FROM SYSADM.PS_INSTALLATION_FS I WHERE I.DOC_SEQ='Y' )
UNION
SELECT 'Document sequencing is enabled and Document Sequence range '||Z.SEQ_RANGE_ID||' is mapped to one or more Journal Code(s),
but corresponding sequence range is defined till '||TO_CHAR(Z.MAX_ED,'DD-Mon-YYYY')||' Which does not fully cover current year' KEY_DATA
FROM (SELECT SEQ_RANGE_ID,MAX(END_DT) MAX_ED FROM SYSADM.PS_SEQ_RANGE_DETL WHERE SEQ_RANGE_ID IN(
SELECT DISTINCT SEQ_RANGE_ID FROM SYSADM.PS_JRNL_CODE_TBL WHERE SEQ_RANGE_ID <> ' ') GROUP BY SEQ_RANGE_ID) Z
WHERE Z.MAX_ED < ('31-Dec-'||(SELECT (TO_CHAR(SYSDATE,'YYYY')) FROM DUAL))
AND EXISTS (SELECT 'Y' FROM SYSADM.PS_INSTALLATION_FS I WHERE I.DOC_SEQ='Y' )
) having count(*) >= 1",Please refer KM document EGL9.2: [Functional Diagnostics] What Needs to be Checked Periodically if Document Sequencing is Enabled in Installation Options (Doc ID 2693002.1) to make sure setup is correct as mentioned in the KM document.,GL,Document sequence range unmapped or incomplete,,2,PeopleSoft Enterprise FIN General Ledger,FUNCTIO,,DAY,1,Online transactions will not be saved and system generated transactions will not be posted for business units those have document sequence enabled but appropriate set up not done to cover business days as per accounting period.,,PeopleSoft Financial Management,PeopleSoft General Ledger
